year,month,day,day_of_year,lag_1,lag_7,rolling_mean_7,value
2020,12,14,349,137.4740076186097,143.9431968689173,141.3919527352564,141.22034463863037
2020,12,15,350,141.22034463863037,144.24463168700515,141.00297384521542,144.04743451706273
2020,12,16,351,144.04743451706273,140.7812732071755,140.97480282093792,146.97212910513582
2020,12,17,352,146.97212910513582,141.25809298566992,141.85921080636084,153.09806078706995
2020,12,18,353,153.09806078706995,145.07188742499628,143.55063477798942,150.31398439292633
2020,12,19,354,150.31398439292633,136.97057935442098,144.299505773408,145.53106886436402
2020,12,20,355,145.53106886436402,137.4740076186097,145.522432846257,146.5413746899886
2020,12,21,356,146.5413746899886,141.22034463863037,146.8177709993111,141.93007223190946
2020,12,22,357,141.93007223190946,144.04743451706273,146.91916065549384,147.15693577481926
2020,12,23,358,147.15693577481926,146.97212910513582,147.36337512088764,146.1134595441577
2020,12,24,359,146.1134595441577,153.09806078706995,147.2407080407479,149.47801538017862
2020,12,25,360,149.47801538017862,150.31398439292633,146.72355869690628,144.0363058038092
2020,12,26,361,144.0363058038092,145.53106886436402,145.82674746988957,151.0775485778851
2020,12,27,362,151.0775485778851,146.5413746899886,146.61910171467827,156.4531329435334
2020,12,28,363,156.4531329435334,141.93007223190946,148.0350671794704,148.5544761605413
2020,12,29,364,148.5544761605413,147.15693577481926,148.98141059784638,151.415839391857
2020,12,30,365,151.415839391857,146.1134595441577,149.58982540028032,153.16711912552327
2020,12,31,366,153.16711912552327,149.47801538017862,150.59749105476112,148.01947881916516
2021,1,1,1,148.01947881916516,144.0363058038092,150.38912868890205,151.45523832541872
2021,1,2,2,151.45523832541872,151.0775485778851,151.44897619198915,150.70689448055228
2021,1,3,3,150.70689448055228,156.4531329435334,151.39602560665588,151.4413804598245
2021,1,4,4,151.4413804598245,148.5544761605413,150.68006096612604,147.39687860241358
2021,1,5,5,147.39687860241358,151.415839391857,150.51468988639348,151.69321518719218
2021,1,6,6,151.69321518719218,153.16711912552327,150.55431500001282,154.36915103779884
2021,1,7,7,154.36915103779884,148.01947881916516,150.7260338446236,159.44308066103213
2021,1,8,8,159.44308066103213,151.45523832541872,152.3579769648903,157.2915769575974
2021,1,9,9,157.2915769575974,150.70689448055228,153.19173962663012,163.56860197574093
2021,1,10,10,163.56860197574093,151.4413804598245,155.02912641165707,149.27297499831732
2021,1,11,11,149.27297499831732,147.39687860241358,154.71935420287033,157.77784512347196
2021,1,12,12,157.77784512347196,151.69321518719218,156.2023494201644,154.63893698336355
2021,1,13,13,154.63893698336355,154.36915103779884,156.62316681961744,164.97663256942303
2021,1,14,14,164.97663256942303,159.44308066103213,158.13852132413518,150.2908735810424
2021,1,15,15,150.2908735810424,157.2915769575974,156.83106316985095,150.43780946970338
2021,1,16,16,150.43780946970338,163.56860197574093,155.85195352872324,151.94276631216425
2021,1,17,17,151.94276631216425,149.27297499831732,154.191119862498,144.62276980009364
2021,1,18,18,144.62276980009364,157.77784512347196,153.5268048341803,152.91515129083007
2021,1,19,19,152.91515129083007,154.63893698336355,152.83213428666005,152.04905148507837
2021,1,20,20,152.04905148507837,164.97663256942303,152.46215064404785,156.89653411879382
2021,1,21,21,156.89653411879382,150.2908735810424,151.30785086538657,158.1522093203179
2021,1,22,22,158.1522093203179,150.43780946970338,152.43089882814022,166.122113907299
2021,1,23,23,166.122113907299,151.94276631216425,154.67151374779672,161.79012764599287
2021,1,24,24,161.79012764599287,144.62276980009364,156.07827965262936,154.44911017397786
2021,1,25,25,154.44911017397786,152.91515129083007,157.48204256318428,153.1359994595023
2021,1,26,26,153.1359994595023,152.04905148507837,157.513592301566,160.38089086568934
2021,1,27,27,160.38089086568934,156.89653411879382,158.70385507022473,151.61208281581682
2021,1,28,28,151.61208281581682,158.1522093203179,157.94893345551372,167.66118237202235
2021,1,29,29,167.66118237202235,166.122113907299,159.3073581771858,164.6903692743502
2021,1,30,30,164.6903692743502,161.79012764599287,159.10282322962166,156.73516596378812
2021,1,31,31,156.73516596378812,154.44911017397786,158.38068584644955,150.80179796304813
2021,2,1,32,150.80179796304813,153.1359994595023,157.8596412448882,166.42176552802417
2021,2,2,33,166.42176552802417,160.38089086568934,159.7576078261056,159.36310041991516
2021,2,3,34,159.36310041991516,151.61208281581682,159.61220919099497,166.40669686593674
2021,2,4,35,166.40669686593674,167.66118237202235,161.72572548386924,152.52566954116713
2021,2,5,36,152.52566954116713,164.6903692743502,159.56350936517566,157.77945979719672
2021,2,6,37,157.77945979719672,156.73516596378812,158.57623658272516,161.07937320655316
2021,2,7,38,161.07937320655316,150.80179796304813,159.1968376174059,161.5631288685775
2021,2,8,39,161.5631288685775,166.42176552802417,160.7341706039101,159.35118032400888
2021,2,9,40,159.35118032400888,159.36310041991516,159.72408700333648,164.98720943823378
2021,2,10,41,164.98720943823378,166.40669686593674,160.52753114881057,156.8044403031283
2021,2,11,42,156.8044403031283,152.52566954116713,159.15578021126652,161.69831909513934
2021,2,12,43,161.69831909513934,157.77945979719672,160.46615871897683,163.2774215286615
2021,2,13,44,163.2774215286615,161.07937320655316,161.25158182347178,165.5118791291097
2021,2,14,45,165.5118791291097,161.5631288685775,161.88479695526556,166.75947822350884
2021,2,15,46,166.75947822350884,159.35118032400888,162.62713257739864,157.83785267888842
2021,2,16,47,157.83785267888842,164.98720943823378,162.41094291380998,156.04805577486815
2021,2,17,48,156.04805577486815,156.8044403031283,161.13392096190063,170.36244278883782
2021,2,18,49,170.36244278883782,161.69831909513934,163.07077845985913,165.8888943559755
2021,2,19,50,165.8888943559755,163.2774215286615,163.66943206854998,160.7359564426456
2021,2,20,51,160.7359564426456,165.5118791291097,163.30636562769058,172.48297934294422
2021,2,21,52,172.48297934294422,166.75947822350884,164.30223708680978,165.55215544640666
2021,2,22,53,165.55215544640666,157.83785267888842,164.12976240436663,171.11453110473363
2021,2,23,54,171.11453110473363,156.04805577486815,166.02643075091595,165.79756891152985
2021,2,24,55,165.79756891152985,170.36244278883782,167.41921834186763,176.0032848602329
2021,2,25,56,176.0032848602329,165.8888943559755,168.2250529234955,174.71342529047558
2021,2,26,57,174.71342529047558,160.7359564426456,169.48570019985263,164.9266536973022
2021,2,27,58,164.9266536973022,172.48297934294422,170.08437123623216,171.2616311996683
2021,2,28,59,171.2616311996683,165.55215544640666,169.90989293004986,169.8604786919375
2021,3,1,60,169.8604786919375,171.11453110473363,170.5253676794114,173.70407230858606
2021,3,2,61,173.70407230858606,165.79756891152985,170.89530213710464,162.26107919845336
2021,3,3,62,162.26107919845336,176.0032848602329,170.39008932095084,170.73817626074427
2021,3,4,63,170.73817626074427,174.71342529047558,169.63793094959533,172.8196791662219
2021,3,5,64,172.8196791662219,164.9266536973022,169.36739578898764,158.95088798060988
2021,3,6,65,158.95088798060988,171.2616311996683,168.51371497231733,162.0426888094554
2021,3,7,66,162.0426888094554,169.8604786919375,167.1967232022869,157.97456087219203
2021,3,8,67,157.97456087219203,173.70407230858606,165.4987349423233,167.03275033979614
2021,3,9,68,167.03275033979614,162.26107919845336,164.54568894678187,172.17385963186763
2021,3,10,69,172.17385963186763,170.73817626074427,165.9618004372696,176.3015780697549
2021,3,11,70,176.3015780697549,172.8196791662219,166.75657212427112,169.36117211366363
2021,3,12,71,169.36117211366363,158.95088798060988,166.26249968819135,177.3319234285295
2021,3,13,72,177.3319234285295,162.0426888094554,168.888361895037,162.48370994255131
2021,3,14,73,162.48370994255131,157.97456087219203,168.95136491405074,161.05988339212334
2021,3,15,74,161.05988339212334,167.03275033979614,169.39212527404092,169.4888258770324
2021,3,16,75,169.4888258770324,172.17385963186763,169.7429932079318,171.87383526259157
2021,3,17,76,171.87383526259157,176.3015780697549,169.70013258374954,169.97413805999082
2021,3,18,77,169.97413805999082,169.36117211366363,168.79621258235466,159.98165133179958
2021,3,19,78,159.98165133179958,177.3319234285295,167.45628104208836,170.0516448721998
2021,3,20,79,170.0516448721998,162.48370994255131,166.41624124832697,164.1504018168175
2021,3,21,80,164.1504018168175,161.05988339212334,166.65434008750785,174.19372598240807
2021,3,22,81,174.19372598240807,169.4888258770324,168.5306033146914,172.8480675698168
2021,3,23,82,172.8480675698168,171.87383526259157,169.01049498508914,166.4824800621479
2021,3,24,83,166.4824800621479,169.97413805999082,168.2403013850258,168.77642784739788
2021,3,25,84,168.77642784739788,159.98165133179958,168.06919992608394,166.2106511470872
2021,3,26,85,166.2106511470872,170.0516448721998,168.9590570425536,171.35134543726122
2021,3,27,86,171.35134543726122,164.1504018168175,169.1447285518481,176.59553436862743
2021,3,28,87,176.59553436862743,174.19372598240807,170.92260463067805,167.0433287531805
2021,3,29,88,167.0433287531805,172.8480675698168,169.90111931221696,174.64137772992854
2021,3,30,89,174.64137772992854,166.4824800621479,170.15730647794726,169.61608962217124
2021,3,31,90,169.61608962217124,168.77642784739788,170.604964986522,168.44628982811722
2021,4,1,91,168.44628982811722,166.2106511470872,170.55780241233904,172.01582037305403
2021,4,2,92,172.01582037305403,171.35134543726122,171.3871123017629,167.51211972177836
2021,4,3,93,167.51211972177836,176.59553436862743,170.83865148526533,170.0544848911086
2021,4,4,94,170.0544848911086,167.0433287531805,169.90421584561977,166.9647837826992
2021,4,5,95,166.9647837826992,174.64137772992854,169.89299513555102,182.90628417815864
2021,4,6,96,182.90628417815864,169.61608962217124,171.07369605672673,173.3845075527009
2021,4,7,97,173.3845075527009,168.44628982811722,171.61204147537384,169.83214298880816
2021,4,8,98,169.83214298880816,172.01582037305403,171.8100204983297,174.52030459347844
2021,4,9,99,174.52030459347844,167.51211972177836,172.16780395839032,173.00545826777628
2021,4,10,100,173.00545826777628,170.0544848911086,172.95256660781862,172.57600902095317
2021,4,11,101,172.57600902095317,166.9647837826992,173.31278434065354,176.86252097627607
2021,4,12,102,176.86252097627607,182.90628417815864,174.7267467968788,177.68713623432646
2021,4,13,103,177.68713623432646,173.3845075527009,173.9811542334742,171.352090564349
2021,4,14,104,171.352090564349,169.83214298880816,173.69080894942394,171.2276016490463
2021,4,15,105,171.2276016490463,174.52030459347844,173.8901601866008,172.8306392279802
2021,4,16,106,172.8306392279802,173.00545826777628,173.64877942010108,162.79261629887134
2021,4,17,107,162.79261629887134,172.57600902095317,172.18980199597178,166.81972285582327
2021,4,18,108,166.81972285582327,176.86252097627607,171.36747540095325,181.32065012067025
2021,4,19,109,181.32065012067025,177.68713623432646,172.00435099300952,182.79887632182647
2021,4,20,110,182.79887632182647,171.352090564349,172.7345995769381,173.413789504416
2021,4,21,111,173.413789504416,171.2276016490463,173.02912799694766,177.62387490168624
2021,4,22,112,177.62387490168624,172.8306392279802,173.94288131875342,176.37666597097945
2021,4,23,113,176.37666597097945,162.79261629887134,174.44945656775326,190.2913661985164
2021,4,24,114,190.2913661985164,166.81972285582327,178.37784941055972,180.56862345809512
2021,4,25,115,180.56862345809512,181.32065012067025,180.34197806802712,174.40220623227532
2021,4,26,116,174.40220623227532,182.79887632182647,179.35362894111356,170.33241538812086
2021,4,27,117,170.33241538812086,173.413789504416,177.57270595058418,167.1435078780282
2021,4,28,118,167.1435078780282,177.62387490168624,176.6769514325288,176.25599920707805
2021,4,29,119,176.25599920707805,176.37666597097945,176.48154061901332,171.51721047661832
2021,4,30,120,171.51721047661832,190.2913661985164,175.78733269124749,168.245343210516
2021,5,1,121,168.245343210516,180.56862345809512,172.63790083581884,172.1787828061398
2021,5,2,122,172.1787828061398,174.40220623227532,171.4393521712538,170.05635489768738
2021,5,3,123,170.05635489768738,170.33241538812086,170.81851626631266,183.9496880710292
2021,5,4,124,183.9496880710292,167.1435078780282,172.76384093529958,179.96952678210866
2021,5,5,125,179.96952678210866,176.25599920707805,174.5961293501682,175.5663025952524
2021,5,6,126,175.5663025952524,171.51721047661832,174.49760126276456,183.04824132736695
2021,5,7,127,183.04824132736695,168.245343210516,176.14489138430005,176.07526208742368
2021,5,8,128,176.07526208742368,172.1787828061398,177.26345122385828,171.4194733290293
2021,5,9,129,171.4194733290293,170.05635489768738,177.15497844141396,183.37659188167996
2021,5,10,130,183.37659188167996,183.9496880710292,179.05786943912716,178.4882324587521
2021,5,11,131,178.4882324587521,179.96952678210866,178.27766149451617,170.6378267114501
2021,5,12,132,170.6378267114501,175.5663025952524,176.94456148442208,174.90043543670745
2021,5,13,133,174.90043543670745,183.04824132736695,176.8494376046299,171.49983729082794
2021,5,14,134,171.49983729082794,176.07526208742368,175.19966559941008,168.9874909776401
2021,5,15,135,168.9874909776401,171.4194733290293,174.18712686944102,180.55373340886885
2021,5,16,136,180.55373340886885,183.37659188167996,175.49202116656093,185.4891141488095
2021,5,17,137,185.4891141488095,178.4882324587521,175.79381006186514,168.96624250393515
2021,5,18,138,168.96624250393515,170.6378267114501,174.43352578260559,178.78887568123588
2021,5,19,139,178.78887568123588,174.90043543670745,175.59796134971785,172.7337016434758
2021,5,20,140,172.7337016434758,171.49983729082794,175.28842795068476,173.56214520729284
2021,5,21,141,173.56214520729284,168.9874909776401,175.58304336732257,173.04467016678944
2021,5,22,142,173.04467016678944,180.55373340886885,176.16264039434392,171.69360159426043
2021,5,23,143,171.69360159426043,185.4891141488095,174.89690727797128,176.26116577547015
2021,5,24,144,176.26116577547015,168.96624250393515,173.5786289389228,171.86693489701483
2021,5,25,145,171.86693489701483,178.78887568123588,173.99301356650562,177.37526276800745
2021,5,26,146,177.37526276800745,172.7337016434758,173.79106886461585,175.7712867780043
2021,5,27,147,175.7712867780043,173.56214520729284,174.22500959811993,174.82548204356604
2021,5,28,148,174.82548204356604,173.04467016678944,174.4054862890161,171.47843644620534
2021,5,29,149,171.47843644620534,171.69360159426043,174.18173861464695,173.12675987406354
2021,5,30,150,173.12675987406354,176.26116577547015,174.3864755117617,179.7803059790013
2021,5,31,151,179.7803059790013,171.86693489701483,174.88920982655185,178.4990834058199
2021,6,1,152,178.4990834058199,177.37526276800745,175.83665961352398,171.0963263680072
2021,6,2,153,171.0963263680072,175.7712867780043,174.9396686992382,176.46887041799152
2021,6,3,154,176.46887041799152,174.82548204356604,175.03932350495072,179.71579609268682
2021,6,4,155,179.71579609268682,171.47843644620534,175.73793979768223,167.59707548340728
2021,6,5,156,167.59707548340728,173.12675987406354,175.18345966013968,178.64477905166322
2021,6,6,157,178.64477905166322,179.7803059790013,175.97174811408246,172.59741564669443
2021,6,7,158,172.59741564669443,178.4990834058199,174.9456209237529,178.74481004087258
2021,6,8,159,178.74481004087258,171.0963263680072,174.98072472876044,172.05557520743776
2021,6,9,160,172.05557520743776,176.46887041799152,175.1177602772505,166.8263333091436
2021,6,10,161,166.8263333091436,179.71579609268682,173.74025497598652,167.69076981936632
2021,6,11,162,167.69076981936632,167.59707548340728,172.02239407979786,176.04555749208706
2021,6,12,163,176.04555749208706,178.64477905166322,173.22932008103786,177.07935607254225
2021,6,13,164,177.07935607254225,172.59741564669443,173.00568822687774,171.23377910793542
2021,6,14,165,171.23377910793542,178.74481004087258,172.810883007055,178.921999164035
2021,6,15,166,178.921999164035,172.05557520743776,172.83619573893534,167.3942155448165
2021,6,16,167,167.3942155448165,166.8263333091436,172.17028721570372,175.34334884545248
2021,6,17,168,175.34334884545248,167.69076981936632,173.38700372089073,169.5898007167531
2021,6,18,169,169.5898007167531,176.04555749208706,173.65829384908884,172.3560860817857
2021,6,19,170,172.3560860817857,177.07935607254225,173.13122650476006,175.82194526660356
2021,6,20,171,175.82194526660356,171.23377910793542,172.95159638962596,171.25192031948717
2021,6,21,172,171.25192031948717,178.921999164035,172.95418799127623,173.5996443623317
2021,6,22,173,173.5996443623317,167.3942155448165,172.19385159103288,180.5217707014812
2021,6,23,174,180.5217707014812,175.34334884545248,174.06921661341357,172.5732316096035
2021,6,24,175,172.5732316096035,169.5898007167531,173.67348557972085,179.60308579280323
2021,6,25,176,179.60308579280323,172.3560860817857,175.1039548762994,169.74262558463167
2021,6,26,177,169.74262558463167,175.82194526660356,174.730603376706,178.00636621812112
2021,6,27,178,178.00636621812112,171.25192031948717,175.0426635126371,182.5310753459611
2021,6,28,179,182.5310753459611,173.5996443623317,176.65397137356194,162.9306487863311
2021,6,29,180,162.9306487863311,180.5217707014812,175.129829148419,171.2698369440957
2021,6,30,181,171.2698369440957,172.5732316096035,173.80812432593532,178.10496950035954
2021,7,1,182,178.10496950035954,179.60308579280323,174.59837259604336,174.16958214741246
2021,7,2,183,174.16958214741246,169.74262558463167,173.82215778955896,177.00569411768916
2021,7,3,184,177.00569411768916,178.00636621812112,174.85973900856717,172.09520085354632
2021,7,4,185,172.09520085354632,182.5310753459611,174.0152868136279,175.51329502504024
2021,7,5,186,175.51329502504024,162.9306487863311,173.0127467677821,174.26728735974777
2021,7,6,187,174.26728735974777,171.2698369440957,174.63226656398447,180.8500702947434
2021,7,7,188,180.8500702947434,178.10496950035954,176.0008713283627,176.2489604585613
2021,7,8,189,176.2489604585613,174.16958214741246,175.7357271795344,176.6308263570026
2021,7,9,190,176.6308263570026,177.00569411768916,176.08733349519008,172.84969623553135
2021,7,10,191,172.84969623553135,172.09520085354632,175.4936195120247,172.43767975413587
2021,7,11,192,172.43767975413587,175.51329502504024,175.54254506925176,172.67996199942496
2021,7,12,193,172.67996199942496,174.26728735974777,175.13778320844963,176.782518314949
2021,7,13,194,176.782518314949,180.8500702947434,175.49710191633548,172.67335267194883
2021,7,14,195,172.67335267194883,176.2489604585613,174.32899939879343,176.1957296981834
2021,7,15,196,176.1957296981834,176.6308263570026,174.3213950044537,185.09305249887797
2021,7,16,197,185.09305249887797,172.84969623553135,175.53028445329306,179.04152757737256
2021,7,17,198,179.04152757737256,172.43767975413587,176.41483178784182,173.02635392883457
2021,7,18,199,173.02635392883457,172.67996199942496,176.49892809851306,180.6338700064471
2021,7,19,200,180.6338700064471,176.782518314949,177.63520067094478,172.5595626892908
2021,7,20,201,172.5595626892908,172.67335267194883,177.03192129585074,164.38231522662514
2021,7,21,202,164.38231522662514,176.1957296981834,175.84748737509022,169.50641246766727
2021,7,22,203,169.50641246766727,185.09305249887797,174.89187062787363,165.16774662214388
2021,7,23,204,165.16774662214388,179.04152757737256,172.04539835976877,172.74000512809846
2021,7,24,205,172.74000512809846,173.02635392883457,171.1451808670153,174.56658261489753
2021,7,25,206,174.56658261489753,180.6338700064471,171.3652135364529,182.83469472292447
2021,7,26,207,182.83469472292447,172.5595626892908,171.6796170673782,176.06630884196915
2021,7,27,208,176.06630884196915,164.38231522662514,172.18058080347512,173.31652626752572
2021,7,28,209,173.31652626752572,169.50641246766727,173.4568966664609,178.5406532874846
2021,7,29,210,178.5406532874846,165.16774662214388,174.74750249786342,163.32083087605685
2021,7,30,211,163.32083087605685,172.74000512809846,174.48365739127954,175.53879347823616
2021,7,31,212,175.53879347823616,174.56658261489753,174.88348429844206,178.2006364143976
2021,8,1,213,178.2006364143976,182.83469472292447,175.4026348412278,166.94039032028405
2021,8,2,214,166.94039032028405,176.06630884196915,173.13201992656488,180.04056865206874
2021,8,3,215,180.04056865206874,173.31652626752572,173.69977132800767,176.00426714491795
2021,8,4,216,176.00426714491795,178.5406532874846,174.08373431049228,172.22688554907563
2021,8,5,217,172.22688554907563,163.32083087605685,173.18176749071955,177.46037089546968
2021,8,6,218,177.46037089546968,175.53879347823616,175.2017017792071,185.64470135863567
2021,8,7,219,185.64470135863567,178.2006364143976,176.64540290497848,175.19702504596663
